batch_transcript-parent,,,,,,,
filename,audio_link,language_id,transcript,ground_truth_transcript,Remarks,,
hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0010.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0010.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ab63c9b08be36230e9cdd3598229fa52a050214b36a9ad02801a01b17d5e9e08#,hi-IN,वो तो देखो आपकी श्रद्धा के अनुसार है जितने की किस्त है वो पे कर दो चाहे ज़्यादा पे कर दो हाँ,वो तो देखो आपकी श्रद्धा के अनुसार है जितने की किस्त है वो पे कर दो चाहे ज़्यादा पे कर दो हाँ,Perfect,,
hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0011.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0011.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d8ce7197d45950e38318a8b3907e54f86b03ab0c4f386f8b09caca2abd54d98a#,hi-IN,तो अभी आप पेमेंट नहीं ये वाला पर्सनल नंबर नहीं है ये कंपनी का नंबर है,तो अभी आप पेमेंट नहीं ये वाला पर्सनल नंबर नहीं है ये कंपनी का नंबर है,Drop due to pronouciation was not correct,,
hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0012.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780375936572_audio_file_13146005713_ch1_seg_0012.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5cf73d8779d10987300daa2a3ba9325a0ce5c57d9eeba9708186c09605d125b8#,hi-IN,सेवन वन डबल फोर एक बार नंबर कन्फर्म करो अपना सेवन डबल नाइन टू वन जीरो सेवन वन डबल फोर,सेवन वन डबल फोर एक बार नंबर कन्फर्म करो अपना सेवन डबल नाइन टू वन जीरो सेवन वन डबल फोर,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=20364a1e89851a0d41ba62594ed978f53f11a1de134dc7605d0f9ffa0b3c4e62#,hi-IN,एक एक किस्त अकेली है दो किस्त दे दें कि तीसरी किस्त में गाड़ी टाँन के ले गए,एक एक किस्त अकेली है दो किस्त दे दें कि तीसरी किस्त में गाड़ी टाँन के ले गए,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=96309113169710a3aa9f27eb9197a52b174970358febc919d10963f15fe431fc#,hi-IN,जी सर मैं साक्षी बात कर रही हूँ टी वी एस के भी आपसे ये टी वी एस से टू व्हीलर का लोन चल रहा है सर आपका आप पेमेंट नहीं कर पा रहे हैं क्या इश्यू आ रहा है,जी सर मैं साक्षी बात कर रही हूँ टी वी एस के भी आपसे ये टी वी एस से टू व्हीलर का लोन चल रहा है सर आपका आप पेमेंट नहीं कर पा रहे हैं क्या इश्यू आ रहा है,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d9a275409c170251652c22ca31d1f4574a8da07670c5a1925317ecdd437f6bd9#,hi-IN,तो सर ये तो आपकी मतलब किस्त बाउंस किस्त वगैरह बाउंस हुई होंगी ना इसलिए लेके गए होंगे,तो सर ये तो आपकी मतलब किस्त बाउंस किस्त वगैरह बाउंस हुई होंगी ना इसलिए लेके गए होंगे,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d5da7e6090806f5bcd53ff8d163da2a4bb795d1b4310b85c771a85c9d2f77c48#,hi-IN,अच्छा तीसरी किस्त पर गाड़ी ले गए हैं तो आपने उनसे बोला नहीं कि सर मेरे को दो तीन दिन का टाइम दीजिए मैं अपना पेमेंट करा दूँगा पूरा,अच्छा तीसरी किस्त पर गाड़ी ले गए हैं तो आपने उनसे बोला नहीं कि सर मेरे को दो तीन दिन का टाइम दीजिए मैं अपना पेमेंट करा दूँगा पूरा,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=093bbf638b04e690d5226a0a37ebfd7abd63871b25303b24f38749c9ade5db6e#,hi-IN,बट गाड़ी नहीं है सर देखो अब उसके बाद से आपको ये कॉल तो आ रही होगी इसकी ये तो है नहीं कि आपको ये पहली कॉल आई होगी,बट गाड़ी नहीं है सर देखो अब उसके बाद से आपको ये कॉल तो आ रही होगी इसकी ये तो है नहीं कि आपको ये पहली कॉल आई होगी,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0005.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0005.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f6d566c96d7c0150dfe2804ae6143c5b9f38f77709328aa3ed4e6f2b6adcdcd7#,hi-IN,हाँ और सबसे आपने यही बात बोली भी है मना नहीं कर रही मैं इसके लिए बट फिर भी सर,हाँ और सबसे आपने यही बात बोली भी है मना नहीं कर रही मैं इसके लिए बट फिर भी सर,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0006.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0006.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=539ec1f54b051e12967fb19a93bccab832539f45db8ea3feae7fdfe4d6bb902a#,hi-IN,एक काम करो मैं आपका बहुत कम से कम अमाउंट में क्लोज करा दूँगी एटलीस्ट कॉल वगैरह आपका लोन तो क्लोज हो जाएगा कोई लोन तो पेंडिंग नहीं रहेगा ना,एक काम करो मैं आपका बहुत कम से कम अमाउंट में क्लोज करा दूँगी एटलीस्ट कॉल वगैरह आपका लोन तो क्लोज हो जाएगा कोई लोन तो पेंडिंग नहीं रहेगा ना,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0007.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0007.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9037a4d59ff3a1fda67d426db5b9fca9c802a3cb453ac17dbafb32b7ff648adc#,hi-IN,नौ हजार लास्ट नौ हजार में मैं आपका लोन क्लोज करा देती तीस हजार का है या आपका तीस हजार दो सौ सत्रह का मैं लास्ट चैपन नौ हज़ार में क्लियर करा देती बाकी आपकी मर्जी है सर करना ना करना अब ये कॉल्स तो आ ही रही है आपको,नौ हजार लास्ट नौ हजार में मैं आपका लोन क्लोज करा देती तीस हजार का है या आपका तीस हजार दो सौ सत्रह का मैं लास्ट चैपन नौ हज़ार में क्लियर करा देती बाकी आपकी मर्जी है सर करना ना करना अब ये कॉल्स तो आ ही रही है आपको,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0008.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0008.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e95468eb6c0dbdfab97d807e76e786a8a584b7143969c4e2d84bb89fc6e066cf#,hi-IN,अच्छा अभी नहीं है बिल्कुल भी मतलब थोड़ी बहुत की भी नहीं है जो आप हाफ पेमेंट करा दो फिर उसको होल्ड कर दो हज़ार पाँच सौ रुपये दो हज़ार करा के होल्ड कर दो मैं आपका नौ हजार में ये क्लोज करा दूंगी ना अमाउंट भी नहीं बढ़ेगा फिर आप मतलब इस मंथ में कभी भी जब भी आए आपकी सैलरी आए पंद्रह सोलह सत्रह,अच्छा अभी नहीं है बिल्कुल भी मतलब थोड़ी बहुत की भी नहीं है जो आप हाफ पेमेंट करा दो फिर उसको होल्ड कर दो हज़ार पाँच सौ रुपये दो हज़ार करा के होल्ड कर दो मैं आपका नौ हजार में ये क्लोज करा दूंगी ना अमाउंट भी नहीं बढ़ेगा फिर आप मतलब इस मंथ में कभी भी जब भी आए आपकी सैलरी आए पंद्रह सोलह सत्रह,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0009.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0009.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=60b1201188afcc23f13a261fb605e476be044124409754f22b2146777acbf61a#,hi-IN,वो तो बात सही है देखो गरीब तो हर कोई है जरूर बट करना तो पड़ता है ना सोल्यूशन निकालने से ही हल निकलता है अब वैसे आप बताओ इतनों को बताया कोई सोल्यूशन निकला सर नहीं निकला ना,वो तो बात सही है देखो गरीब तो हर कोई है जरूर बट करना तो पड़ता है ना सोल्यूशन निकालने से ही हल निकलता है अब वैसे आप बताओ इतनों को बताया कोई सोल्यूशन निकला सर नहीं निकला ना,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0010.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0010.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2d52b1765834dfe1ecc656b4e18cd297736aefdfb4bbe275cfe3b7423d531b54#,hi-IN,करना तो पड़ेगा ना सर अब देखो जो हुआ सो उसको हम पास में तो जा नहीं सकते हैं बट एटलीस्ट जो चल रहा है उसको तो करवा सकते हैं ना क्लोज कम से कम में मैं आपको देखो इतना अच्छा ऑफर दे रही हूँ बाकी का सर देखो कराना ना कराना आपके ऊपर डिपेंड करता है,करना तो पड़ेगा ना सर अब देखो जो हुआ सो उसको हम पास में तो जा नहीं सकते हैं बट एटलीस्ट जो चल रहा है उसको तो करवा सकते हैं ना क्लोज कम से कम में मैं आपको देखो इतना अच्छा ऑफर दे रही हूँ बाकी का सर देखो कराना ना कराना आपके ऊपर डिपेंड करता है,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0011.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0011.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ba533b133c15c68e40ad2896514cc002871a1b0ed4e66d31d341a91502d78cf4#,hi-IN,है ना ओके जैसा आपको ठीक लगे अलग बात है मैं आपको मतलब ये नंबर आपका व्हाट्सएप पे चल रहा है मैं आपको डिटेल वगैरह शेयर कर देती हूँ उसके बाद आप देखिए उसको पढ़िए ढंग से,है ना ओके जैसा आपको ठीक लगे अलग बात है मैं आपको मतलब ये नंबर आपका व्हाट्सएप पे चल रहा है मैं आपको डिटेल वगैरह शेयर कर देती हूँ उसके बाद आप देखिए उसको पढ़िए ढंग से,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0012.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0012.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=466bef64fc3fb03ba6e4c3b2c295e4ab1294fd99ebf879cf139a40c3f50bb73b#,hi-IN,फिर आपका जैसा जो डिसीजन हो फिर आप बता देना की मैम हाँ कराना है करा दीजिए मेरा क्यों कॉल आ रही है सर आप भी बार बार परेशान हो रहे हो हर एक कॉल उठा रहे हो अटेंड कर रहे हो है ना,फिर आपका जैसा जो डिसीजन हो फिर आप बता देना की मैम हाँ कराना है करा दीजिए मेरा क्यों कॉल आ रही है सर आप भी बार बार परेशान हो रहे हो हर एक कॉल उठा रहे हो अटेंड कर रहे हो है ना,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0013.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0013.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3948661f0cfb325a671ccc8dc88e1ea7fbf3a4688d0ad6255c19f1e847bc2836#,hi-IN,काम काम में आपका मतलब नाम भी वो हो रहा है सिविल भी डाउन सिविल तो चलो हो ही रहा है एटलीस्ट लोन तो नहीं चलेगा ना आप लोगे तो फ्यूचर में अगर लोन भी लोगे तो ले तो सकते हो ना,काम काम में आपका मतलब नाम भी वो हो रहा है सिविल भी डाउन सिविल तो चलो हो ही रहा है एटलीस्ट लोन तो नहीं चलेगा ना आप लोगे तो फ्यूचर में अगर लोन भी लोगे तो ले तो सकते हो ना,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0014.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0014.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=50df1ed85feef903a959cb2b6151543011232ca7cd95100d85cd706f48cf4789#,hi-IN,जी इसलिए सर बता रही हूँ बाकी सदों को आपकी मर्जी है करना ना करना आप पे डिपेंड करता है बाकी का आप बता दो जैसा आपको ठीक लगे,जी इसलिए सर बता रही हूँ बाकी सदों को आपकी मर्जी है करना ना करना आप पे डिपेंड करता है बाकी का आप बता दो जैसा आपको ठीक लगे,Perfect,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0015.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0015.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=851aedd309f83e927ce6fd11f33b47f793a0e65b0bebc7b20714db18ab9d8fe0#,hi-IN,अच्छा हिंदी में कोई नहीं मैं उसको सारी मतलब जो प्रॉपर आता है मैं उसको कन्वर्ट करके हिंदी में आपको भेज दूँगी उसका कोई प्रॉब्लम नहीं है सर,अच्छा हिंदी में कोई नहीं मैं उसको सारी मतलब जो प्रॉपर आता है मैं उसको कन्वर्ट करके हिंदी में आपको भेज दूँगी उसका कोई प्रॉब्लम नहीं है सर,Drop,,
hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0016.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377205483_audio_file_13146324191_ch1_seg_0016.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=278351bceec929142bdc71ef6a94a9abd260754dec37ba772b18c7694ce75efb#,hi-IN,ठीक है आप उसको पढ़ लेना जैसा भी आपको ठीक लगे फिर आप मेरे को बता देना मेरा नंबर सेव कर लो मैंने हेलो के नाम से दे हेलो कराया सर साक्षी के नाम से आया होगा देखिए,ठीक है आप उसको पढ़ लेना जैसा भी आपको ठीक लगे फिर आप मेरे को बता देना मेरा नंबर सेव कर लो मैंने हेलो के नाम से दे हेलो कराया सर साक्षी के नाम से आया होगा देखिए,Perfect,,
hindi_25h__1780377349166_audio_file_13146389801_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8983918270f306b3997aed246fb18f27f974c7c6602a0b84c3839dce4cdc1776#,hi-IN,चलिए वो क्या फसल वसल मे पड़ जाएगी भेज देंगे फिर भर देंगे पंद्रह दिन तो लग जाएंगे,चलिए वो क्या फसल वसल मे पड़ जाएगी भेज देंगे फिर भर देंगे पंद्रह दिन तो लग जाएंगे,Drop,,
hindi_25h__1780377349166_audio_file_13146389801_ch0_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch0_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f80953b735a2d20b885a290e3ef731b1aeb54c1cf8246003fe7eeef40a87a490#,hi-IN,मैम देखो तीन दिन वो पंद्रह दिन तो लग जाएंगे फसल का कटने में और बेचने में तो फिर कोई कट सके और वो फसल का देंगे,मैम देखो तीन दिन वो पंद्रह दिन तो लग जाएंगे फसल का कटने में और बेचने में तो फिर कोई कट सके और वो फसल का देंगे,Perfect,,
hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cf1459c96f002afaeaf79f67424c3e50e3a675d9937d23c372c360909d982554#,hi-IN,मैम कब कटेगी फसल कितने ये बताइए आप लोग पेमेंट नहीं करा रहे हो कितने टाइम से नहीं करा रहे हो आपको खुद बताओ ना ये चीज,मैम कब कटेगी फसल कितने ये बताइए आप लोग पेमेंट नहीं करा रहे हो कितने टाइम से नहीं करा रहे हो आपको खुद बताओ ना ये चीज,Perfect,,
hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=64e57de559199ce89bb9552f1319a2739a6996603068b3c30ed54872f7c6b115#,hi-IN,मैम ये बताइए तीन चार साल चले गए तब से लेके अभी तक कोई फसल उगा ही नहीं है आपका,मैम ये बताइए तीन चार साल चले गए तब से लेके अभी तक कोई फसल उगा ही नहीं है आपका,Perfect,,
hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=54092b5a3628767f2b153f0c7ec5aecf1442f864f4f56d8cc5be3d43d72a7a40#,hi-IN,देखिए मैम अगर आप आज के डेट पर कुछ पार्ट पेमेंट कराते हो तो हम आपके कम से कम में ख़त्म करा देंगे आप कोशिश तो करिए कहीं से अरेंज करने की,देखिए मैम अगर आप आज के डेट पर कुछ पार्ट पेमेंट कराते हो तो हम आपके कम से कम में ख़त्म करा देंगे आप कोशिश तो करिए कहीं से अरेंज करने की,Drop,,
hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780377349166_audio_file_13146389801_ch1_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=704c1b9b7efe657bbd248d7a6120565b04a720334b0f9b08e8ccba089eabb654#,hi-IN,देखिए मैम अगर आज के डेट में कुछ पार्ट पेमेंट कराते हो ना तो हम आपके कम से कम में ख़त्म करा देंगे बताइए,देखिए मैम अगर आज के डेट में कुछ पार्ट पेमेंट कराते हो ना तो हम आपके कम से कम में ख़त्म करा देंगे बताइए,Drop,,
hindi_25h__1780378201531_audio_file_13146586022_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/manas/Shewaz/untitled%20folder/hindi_25h__1780378201531_audio_file_13146586022_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=450c563d9cfcd24c797ff29a3edba01e9f4c558c9d723ab72eef65e6dbf2825d#,hi-IN,हाँ ना फोन आ रहा है ना मेरे पास वही तो अरे मगर मैंने पैसा दे दिया तुम्हारे वो जो ब्रांच रहते ना,हाँ ना फोन आ रहा है ना मेरे पास वही तो अरे मगर मैंने पैसा दे दिया तुम्हारे वो जो ब्रांच रहते ना,Perfect,,
